region_tz_code,os_code,device_type_code,manufacturer_code,gps_latitude,gps_longitude,location_conf_radius,location_visit_count,shift_profile_code,session_start_epoch,session_duration_mins,time_since_last_login_mins,day_type_code,ip_address_as_int,ip_reputation_code,typing_speed_cpm,click_pattern_code,role_code,scope_code,failed_login_attempts,historic_risk_score,system_mode_code,is_rooted,vpn_tor_usage,overseas_ip,trust_score,label
0.0,0.5,0.0,0.6121482032694576,0.4744065281899109,0.34694167852062585,0.02854790008234972,0.5591288141588105,0.8063091327403141,0.3127286677011085,0.6644288772134657,0.6452373833748097,0.0,0.5676005803855702,0.5,0.4387501351497459,0.0,1.0,0.0,0.34070796460176994,0.24557582357745708,0.0,0.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.3204747774480713,0.2644381223328589,0.021371710913297523,0.44436735637813063,0.8063091327403141,0.38344030735230206,0.43179606927417785,0.6474138006841423,0.0,0.36082890298422265,0.5,0.4656719645367067,0.0,0.5,0.0,0.20796460176991152,0.22107269262183496,0.0,1.0,0.0,0.0,,0.0
0.0,1.0,0.0,0.5352687010321797,0.6531899109792284,0.5122332859174963,0.03533194776675425,0.7629677998612415,0.7450261983415151,0.5514076483083699,0.6728935590581826,0.6581024279144205,0.0,0.760558926273885,1.0,0.5772515947670019,1.0,1.0,0.0,0.23451327433628322,0.2632725292676286,0.0,0.0,0.0,0.0,,0.0
0.0,0.5,0.0,0.6121482032694576,0.25333827893175076,0.3999999999999999,0.017960079996862874,0.31766178291093605,0.4031545663701571,0.32294893302720595,0.17386651099435688,0.5095806329637087,0.0,0.5327594810813013,0.5,0.6694777813817709,0.0,0.5,0.0,0.46902654867256643,0.3936836373536618,0.0,0.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.5645400593471809,0.2805120910384069,0.023077526371514848,0.532302167081582,0.6207555534024779,0.5344998368192933,0.3597003308036583,0.5772078544482452,0.0,0.5239322729776446,0.5,0.4843766893718241,0.0,1.0,1.0,0.3097345132743363,0.13422270623468552,0.0,1.0,0.0,0.0,,0.0
0.0,0.5,0.0,0.6121482032694576,0.3887240356083087,0.337411095305832,0.02727344025724482,0.5198139003387341,0.8063091327403141,0.4123032527354269,0.8094960108970617,0.5852518048874857,0.0,0.5185128521071827,0.5,0.4748621472591632,0.0,1.0,0.0,0.34070796460176994,0.3001633542063708,0.0,0.0,0.0,0.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.5152077151335311,0.48122332859174954,0.023038312223050084,0.5459467548191379,0.8063091327403141,0.4404447676249532,0.6005059350068107,0.5535992226452923,0.0,0.4300003010450473,0.5,0.3640393556060115,0.0,1.0,0.0,0.27876106194690264,0.4354750884835284,0.0,0.0,0.0,0.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.5189169139465876,0.5358463726884777,0.487510293713972,0.36069052769048693,0.4031545663701571,0.39448506467108757,0.5033080365829928,0.5053003455886879,0.0,0.48241396188977115,0.5,0.5488160882257541,1.0,0.5,0.0,0.1415929203539823,0.4440511843179962,0.0,0.0,1.0,1.0,0.26609013991611247,1.0
0.0,0.5,0.0,0.4080988021796384,0.5192878338278931,0.3672830725462304,0.02194031606603663,0.13421485804459318,0.4031545663701571,0.20598558284140722,0.37166763961860283,0.5542609414433823,0.0,0.3459785673616964,0.5,0.6722888960968754,0.0,0.5,0.0,0.34070796460176994,0.33542063708140485,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.7177299703264096,0.4998577524893315,0.025097055017450305,0.05831938946251479,0.4031545663701571,0.5775680921598934,0.4424012453784783,0.5369485310282361,0.0,0.2087453677722767,0.5,0.42988431181749376,0.0,1.0,1.0,0.4424778761061947,0.37476177511570924,0.0,1.0,0.0,0.0,,0.0
0.0,0.0,0.0,0.20404940108981923,0.3553412462908013,0.22190611664295856,0.9301007803615546,0.3187092736943776,0.4031545663701571,0.34771232100221994,0.3492897450865927,0.505080505456432,0.0,0.22974783740919963,1.0,0.4556168234403719,0.0,0.5,0.0,0.0752212389380531,0.2643615573101007,0.0,1.0,1.0,1.0,0.1869023266474701,1.0
0.0,0.5,0.0,0.4080988021796384,0.5853115727002968,0.4362731152204835,0.02843025763695542,0.21795970561427855,0.8063091327403141,0.1681162075658591,0.39424012453784785,0.6536023004071438,0.0,0.41077361836412607,0.5,0.6767218077630014,0.0,0.5,0.0,0.3230088495575221,0.31227879117887286,0.0,0.0,0.0,0.0,,0.0
0.0,0.5,0.0,0.20404940108981923,0.2392433234421366,0.193741109530583,0.011842672836359362,0.3019222136064972,0.4031545663701571,0.23203151391616927,0.5072971395213077,0.5639229152560258,0.0,0.18712588023268983,0.5,0.3335495729268029,0.0,0.5,0.0,0.2699115044247788,0.22188946365368908,0.0,1.0,0.0,1.0,,0.0
0.0,0.0,0.0,0.20404940108981923,0.16728486646884277,0.1829302987197723,0.00964668052233246,0.48037655253098266,0.4031545663701571,0.16162905876223022,0.381299863786729,0.7134977444402429,0.0,0.2325224973220869,0.5,0.3151692074818899,0.0,0.5,0.0,0.2168141592920354,0.2129049823032943,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.20404940108981923,0.36683976261127593,0.18264580369843508,0.00952903807693816,0.25625433620373017,0.4031545663701571,0.4114386812708659,0.3409223584354933,0.32988111045647595,0.0,0.13251408209123278,0.5,0.44080441128770687,0.0,0.5,0.0,0.3451327433628319,0.29689627007895447,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.4814540059347182,0.3650071123755334,0.023332418336535828,0.43383803343808247,0.8063091327403141,0.38517517592025285,0.4738275929169099,0.7059110614760945,0.0,0.5011748534601468,0.5,0.5443831765596281,0.0,0.5,0.0,0.2610619469026549,0.2930846719303022,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.25667655786350163,0.3038406827880511,0.015313124975491157,0.5860098763416726,0.8063091327403141,0.6344351371004251,0.5803658299280016,0.4033318970444692,0.0,0.32289670851619834,0.5,0.4738890690885501,0.0,0.5,0.0,0.4646017699115045,0.395589436427988,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.20404940108981923,0.2433234421364986,0.10540540540540544,0.009842751264656294,0.40627678243480403,0.4031545663701571,0.323601655854759,0.28166958552247523,0.49525584994591926,0.0,0.22304415348710055,0.5,0.44015569250729814,0.0,0.5,0.0,0.18141592920353983,0.2591886741083583,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.5497032640949554,0.3665718349928875,0.016175836241716014,0.33333333333333337,0.8063091327403141,0.3886449130561829,0.36018680677174547,0.41466465586225687,0.0,0.2880797050161151,0.0,0.6818034382095362,0.0,0.5,0.0,0.47787610619469023,0.32398584263544783,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.4080988021796384,0.4799703264094958,0.42844950213371247,0.02105799772557939,0.24058278578133294,0.4031545663701571,0.3196509650564252,0.44862813776999416,0.5692650304698422,0.0,0.32763430963126683,0.5,0.47194291274732403,0.0,0.5,0.0,0.18584070796460178,0.4639259460931119,0.0,1.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.6121482032694576,0.5196587537091989,0.36870554765291597,0.029685110387827937,0.3899794582976235,0.8063091327403141,0.29101704522682326,0.4120451449698385,0.7303418953736842,0.0,0.45428228344406885,0.5,0.5364904313979889,0.0,0.5,0.0,0.2168141592920354,0.2820582630002722,0.0,0.0,0.0,1.0,,0.0
0.0,0.5,0.0,0.20404940108981923,0.36275964391691395,0.302275960170697,0.010862319124740206,0.3217429158334354,0.4031545663701571,0.460495954836162,0.3764351041058572,0.4883418777864736,0.0,0.29882512213903883,0.0,0.49183695534652394,0.0,0.5,0.0,0.2743362831858407,0.4056629458208549,0.0,1.0,0.0,0.0,,0.0
