region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.016,2,0.019,1,0.015,4.0,0.156,0,0.087,56.29,0.437,-69.97,0.212,26.65,0.239,825.57,0.106,2.0,0.093,1.7405236e+09,0.173,85.45,0.371,892.99,0.343,0,0.245,2.3020288e+09,0.112,1.0,0.837,-1,0.919,12.93,0.765,3.0,0.879,2,0.897,3.0,0.93,-0.98,0.938,17.51,0.968,0,1.0
1.1,0.192,1,0.112,1,0.043,4.0,0.016,0,0.024,52.35,0.16,-66.97,0.351,28.36,0.147,829.27,0.137,2.0,0.11,1.7396937e+09,0.531,99.36,0.314,35.46,0.315,0,0.198,2.6684285e+09,0.354,1.0,0.817,-1,0.756,7.32,0.964,3.0,1.0,3,0.765,3.0,0.982,-0.96,0.882,19.17,0.925,0,0.781
1.1,0.16,1,0.142,1,0.434,3.0,0.009,0,0.36,39.08,0.163,-96.16,0.054,15.58,0.001,536.32,0.277,2.0,0.241,1.7293056e+09,0.474,49.23,0.309,90.93,0.254,0,0.24,1.7002413e+09,0.141,1.0,0.767,0,0.814,7.58,0.768,2.0,0.813,2,1.0,2.0,0.924,-0.74,0.86,17.84,1.0,0,0.939
1.1,0.008,1,0.249,1,0.072,4.0,0.024,0,0.249,46.94,0.124,-80.5,0.087,24.1,0.188,671.71,0.466,2.0,0.383,1.7343068e+09,0.475,89.28,0.395,-137.25,0.151,0,0.309,2.1032539e+09,0.158,1.0,0.955,0,0.814,-4.58,0.904,2.0,0.94,2,0.858,3.0,1.0,-0.58,1.0,21.71,1.0,0,0.998
1.1,0.178,1,0.421,1,0.152,5.0,0.414,0,0.147,49.42,0.121,-75.11,0.096,21.97,0.256,933.59,0.277,3.0,0.198,1.7398792e+09,0.227,90.69,0.072,-541.07,0.155,0,0.281,2.7043034e+09,0.072,-0.7575414180755615,0.207,-1,0.429,7.01,0.092,3.0,0.267,2,0.379,3.0,0.143,-1.45,0.425,17.88,0.13,0,0.269
1.1,0.348,2,0.047,1,0.001,4.0,0.361,0,0.404,45.76,0.229,-83.03,0.154,20.98,0.092,830.91,0.084,2.0,0.168,1.7343357e+09,0.188,84.45,0.313,-209.71,0.157,0,0.187,2.1574671e+09,0.302,1.0,0.917,-1,0.941,-13.36,0.916,2.0,0.755,2,0.764,2.0,0.938,-0.63,0.755,8.64,0.835,0,0.998
1.1,0.079,1,0.098,1,0.033,3.0,0.099,0,0.015,43.17,0.317,-90.17,0.291,18.7,0.332,598.86,0.152,2.0,0.287,1.7300488e+09,0.166,74.12,0.239,-57.08,0.116,0,0.273,1.7475875e+09,0.148,1.0,0.883,0,0.797,-0.98,0.86,2.0,0.815,2,1.0,2.0,0.844,-0.75,0.967,17.9,0.873,0,0.845
1.1,0.242,2,0.496,1,0.267,4.0,0.44,0,0.154,53.76,0.379,-75.79,0.485,24.7,0.155,792.05,0.469,2.0,0.27,1.7347905e+09,0.323,103.23,0.235,-10.6,0.108,0,0.532,1.9862395e+09,0.495,1.0,1.0,-1,0.832,18.8,0.789,3.0,0.883,2,1.0,3.0,0.803,-0.72,0.785,10.26,0.839,0,0.879
1.1,0.086,1,0.055,1,0.118,5.0,0.066,0,0.476,56.2,0.412,-58.58,0.166,29.1,0.133,824.78,0.268,1.0,0.115,1.7417996e+09,0.469,93.96,0.191,-821.1,0.539,0,0.197,2.4183444e+09,0.492,1.0,0.841,-1,0.9,-13.45,0.962,3.0,0.773,3,0.869,3.0,0.831,-1.56,1.0,27.47,1.0,0,0.838
1.1,0.378,1,0.084,1,0.095,4.0,0.378,0,0.459,55.84,0.093,-66.85,0.008,28.14,0.009,920.1,0.373,2.0,0.265,1.7376398e+09,0.44,110.62,0.251,-722.2,0.232,0,0.152,2.150815e+09,0.324,1.0,1.0,-1,1.0,6.29,0.765,2.0,1.0,3,0.866,3.0,0.938,-0.95,0.829,13.43,0.758,0,0.984
