region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.8,1.0,0.75,1.0,0.7,2,0.6,0,0.9,38.21,0.7,-95.31,0.7,14.18,0.65,596.99,0.5,2.0,0.6,1709787000.0,0.55,98.14,0.5,-1006.75,0.4,0,0.6,1821524700.0,0.65,2,0.75,0,0.9,75.34,0.85,2.0,0.7,3.0,0.8,2.0,0.75,0.02,0.95,-3.09,0.9,0.0,0.8
1.1,0.8,1.0,0.75,2.0,0.7,2,0.6,0,0.9,51.78,0.7,-97.59,0.7,21.96,0.65,951.71,0.5,3.0,0.6,1707809200.0,0.55,154.27,0.5,-1710.9,0.4,0,0.6,2991367700.0,0.65,2,0.75,0,0.9,119.96,0.85,2.0,0.7,3.0561530590057373,0.8,2.0,0.75,-0.03,0.95,2.47,0.9,0.0,0.8
1.1,0.8,1.0,0.75,2.0,0.7,2,0.6,0,0.9,49.47,0.7,-80.86,0.7,18.31,0.65,1478.38,0.5,3.0,0.6,1713398500.0,0.55,180.01,0.5,-1759.36,0.4,0,0.6,4088416300.0,0.65,2,0.75,0,0.9,161.86,0.85,3.0,0.7,3.3517048358917236,0.8,3.0,0.75,-0.79,0.95,16.93,0.9,0.0,0.8
1.1,0.8,1.0,0.75,2.0,0.7,2,0.6,0,0.9,48.97,0.7,-90.63,0.7,20.42,0.65,1147.71,0.5,2.0,0.6,1712385300.0,0.55,165.3,0.5,-768.57,0.4,0,0.6,2591901400.0,0.65,2,0.75,0,0.9,138.49,0.85,2.0,0.7,2.996896743774414,0.8,3.0,0.75,-0.44,0.95,12.34,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1.0,0.7,1,0.6,0,0.9,33.18,0.7,-88.21,0.7,11.79,0.65,1056.34,0.5,2.0,0.6,1715474000.0,0.55,143.42,0.5,-2261.42,0.4,0,0.6,2717091300.0,0.65,2,0.75,0,0.9,106.11,0.85,3.0,0.7,3.0,0.8,3.0,0.75,-1.0,0.95,-10.33,0.9,0.0,0.8
1.1,0.8,2.0,0.75,2.0,0.7,2,0.6,0,0.9,48.91,0.7,-93.02,0.7,19.94,0.65,1215.11,0.5,2.0,0.6,1711099300.0,0.55,188.95,0.5,-2552.48,0.4,0,0.6,2811110400.0,0.65,2,0.75,0,0.9,144.43,0.85,3.0,0.7,3.2593743801116943,0.8,3.0,0.75,-0.48,0.95,-3.73,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1.0,0.7,2,0.6,0,0.9,38.97,0.7,-108.11,0.7,15.36,0.65,859.7,0.5,2.0,0.6,1709050100.0,0.55,104.04,0.5,-936.49,0.4,0,0.6,2460077600.0,0.65,1,0.75,0,0.9,95.9,0.85,2.0,0.7,3.0,0.8,2.0,0.75,-0.59,0.95,-4.88,0.9,0.0,0.8
1.1,0.8,1.0,0.75,2.0,0.7,3,0.6,0,0.9,52.51,0.7,-105.69,0.7,14.57,0.65,799.35,0.5,2.0,0.6,1717186600.0,0.55,134.8,0.5,-2160.5,0.4,0,0.6,2907553500.0,0.65,2,0.75,0,0.9,128.61,0.85,2.0,0.7,3.0,0.8,3.0,0.75,-1.52,0.95,11.48,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1.0,0.7,1,0.6,0,0.9,39.09,0.7,-107.78,0.7,15.31,0.65,870.22,0.5,2.0,0.6,1715535900.0,0.55,112.57,0.5,-1717.35,0.4,0,0.6,3000985000.0,0.65,2,0.75,0,0.9,105.23,0.85,2.0,0.7,3.0,0.8,2.0,0.75,-0.92,0.95,6.68,0.9,0.0,0.8
1.1,0.8,1.0,0.75,2.0,0.7,2,0.6,0,0.9,51.11,0.7,-92.63,0.7,19.26,0.65,1062.69,0.5,3.0,0.6,1705947300.0,0.55,151.83,0.5,-1382.7,0.4,0,0.6,2637665300.0,0.65,1,0.75,0,0.9,126.73,0.85,2.0,0.7,3.069324016571045,0.8,3.0,0.75,-0.54,0.95,1.84,0.9,0.0,0.8
