region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,46.09,0.7,-131.5,0.7,12.1,0.65,591.54,0.5,2.0,0.6,1.7266525e+09,0.55,52.23,0.5,1235.25,0.4,0.0,0.6,8.119467e+07,0.65,1,0.75,0,0.9,56.38,0.85,3.0,0.7,2,0.8,2.0,0.75,0.43,0.95,31.05,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,47.62,0.7,-139.9,0.7,11.55,0.65,535.39,0.5,2.0,0.6,1.7287517e+09,0.55,34.11,0.5,851.04,0.4,0.0,0.6,-8.417527e+07,0.65,1,0.75,0,0.9,49.3,0.85,3.0,0.7,2,0.8,3.0,0.75,0.26,0.95,40.56,0.9,0.0,0.8
1.3,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,51.15,0.7,-145.32,0.7,10.4,0.65,601.69,0.5,2.0,0.6,1.7268874e+09,0.55,41.23,0.5,896.42,0.4,0.0,0.6,-5.9373805e+08,0.65,2,0.75,0,0.9,79.59,0.85,2.674093723297119,0.7,2,0.8,3.0,0.75,0.48,0.95,51.85,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,4.0,0.6,0,0.9,55.39,0.7,-136.67,0.7,12.71,0.65,799.81,0.5,2.0,0.6,1.7322778e+09,0.55,67.25,0.5,1348.88,0.4,0.0,0.6,-1.7576765e+08,0.65,2,0.75,0,0.9,52.26,0.85,3.1689071655273438,0.7,2,0.8,3.0,0.75,0.3,0.95,44.65,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,4.0,0.6,0,0.9,59.09,0.7,-127.9,0.7,13.24,0.65,1035.73,0.5,2.0,0.6,1.7287295e+09,0.55,83.27,0.5,975.42,0.4,0.0,0.6,-1.0275735e+08,0.65,2,0.75,0,0.9,78.47,0.85,2.7308201789855957,0.7,2,0.8,2.618797779083252,0.75,0.35,0.95,54.44,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,43.81,0.7,-127.07,0.7,11.34,0.65,603.46,0.5,2.0,0.6,1.7259516e+09,0.55,20.27,0.5,352.9,0.4,0.0,0.6,4.198497e+08,0.65,2,0.75,0,0.9,64.84,0.85,3.0,0.7,2,0.8,3.0,0.75,0.31,0.95,36.79,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1,0.7,5.0,0.6,0,0.9,53.39,0.7,-142.79,0.7,9.36,0.65,856.5,0.5,2.0,0.6,1.7353832e+09,0.55,27.27,0.5,1380.47,0.4,0.0,0.6,-1.9223291e+08,0.65,2,0.75,0,0.9,87.9,0.85,2.7081692218780518,0.7,2,0.8,3.0,0.75,0.62,0.95,51.32,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,43.92,0.7,-136.36,0.7,9.47,0.65,505.1,0.5,1.0,0.6,1.7280645e+09,0.55,32.98,0.5,737.17,0.4,0.0,0.6,-2.3993516e+07,0.65,2,0.75,0,0.9,60.91,0.85,3.0,0.7,2,0.8,3.0,0.75,0.26,0.95,42.33,0.9,0.0,0.8
1.3,0.8,-0.6706244349479675,0.75,1,0.7,5.0,0.6,0,0.9,57.01,0.7,-142.88,0.7,14.04,0.65,704.7,0.5,3.0,0.6,1.7232672e+09,0.55,46.63,0.5,1596.06,0.4,0.0,0.6,-1.3818054e+08,0.65,2,0.75,0,0.9,95.01,0.85,3.0,0.7,2,0.8,3.0,0.75,0.17,0.95,42.35,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,45.62,0.7,-125.81,0.7,12.46,0.65,492.27,0.5,2.0,0.6,1.7253974e+09,0.55,67.03,0.5,1223.08,0.4,0.0,0.6,4.16163e+08,0.65,2,0.75,0,0.9,54.17,0.85,3.0,0.7,2,0.8,3.0,0.75,0.24,0.95,33.11,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,46.69,0.7,-123.55,0.7,10.37,0.65,560.18,0.5,2.0,0.6,1.7269158e+09,0.55,46.54,0.5,276.04,0.4,0.0,0.6,5.3563624e+07,0.65,2,0.75,0,0.9,59.52,0.85,3.0,0.7,2,0.8,3.0,0.75,0.5,0.95,37.06,0.9,0.0,0.8
1.1,0.8,-0.6939092874526978,0.75,1,0.7,5.0,0.6,0,0.9,56.38,0.7,-133.88,0.7,13.46,0.65,455.7,0.5,3.0,0.6,1.7225364e+09,0.55,72.16,0.5,1498.65,0.4,0.0,0.6,5.999876e+08,0.65,2,0.75,0,0.9,101.7,0.85,2.8171262741088867,0.7,2,0.8,2.7465627193450928,0.75,-0.1,0.95,37.24,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,45.39,0.7,-121.87,0.7,11.66,0.65,535.04,0.5,2.0,0.6,1.7245441e+09,0.55,53.44,0.5,788.39,0.4,0.0,0.6,6.316945e+08,0.65,2,0.75,0,0.9,65.3,0.85,3.0,0.7,2,0.8,3.0,0.75,0.11,0.95,33.33,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,57.83,0.7,-126.74,0.7,14.11,0.65,714.78,0.5,2.0,0.6,1.7267113e+09,0.55,85.55,0.5,621.95,0.4,0.0,0.6,-1.22402936e+08,0.65,2,0.75,0,0.9,49.96,0.85,2.8422281742095947,0.7,2,0.8,3.0,0.75,0.11,0.95,33.64,0.9,0.0,0.8
1.3,0.8,1.0,0.75,1,0.7,4.0,0.6,0,0.9,51.34,0.7,-136.43,0.7,11.08,0.65,617.4,0.5,2.0,0.6,1.7307715e+09,0.55,46.09,0.5,1212.95,0.4,0.0,0.6,-4.341969e+08,0.65,2,0.75,0,0.9,78.54,0.85,2.6748504638671875,0.7,2,0.8,3.0,0.75,0.72,0.95,48.88,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,45.19,0.7,-136.84,0.7,11.05,0.65,670.07,0.5,2.0,0.6,1.7252426e+09,0.55,30.82,0.5,968.48,0.4,0.0,0.6,-2.9861376e+08,0.65,2,0.75,0,0.9,69.94,0.85,3.0,0.7,2,0.8,3.0,0.75,0.41,0.95,46.17,0.9,0.0,0.8
1.3,0.8,2.0,0.75,1,0.7,4.0,0.6,0,0.9,52.75,0.7,-129.82,0.7,11.02,0.65,992.07,0.5,2.0,0.6,1.7412338e+09,0.55,44.1,0.5,1081.09,0.4,0.0,0.6,-3.2184387e+08,0.65,2,0.75,0,0.9,67.32,0.85,3.2502219676971436,0.7,2,0.8,3.0,0.75,1.18,0.95,55.52,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1,0.7,5.0,0.6,0,0.9,49.98,0.7,-150.22,0.7,9.51,0.65,836.02,0.5,2.0,0.6,1.7357336e+09,0.55,50.93,0.5,1484.65,0.4,0.0,0.6,-4.4536394e+08,0.65,2,0.75,0,0.9,77.03,0.85,2.6536900997161865,0.7,2,0.8,3.0,0.75,1.08,0.95,53.86,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,4.0,0.6,0,0.9,49.09,0.7,-135.98,0.7,12.27,0.65,423.08,0.5,2.0,0.6,1.7273733e+09,0.55,60.48,0.5,1293.41,0.4,0.0,0.6,2.5998451e+08,0.65,2,0.75,0,0.9,86.36,0.85,3.0,0.7,2,0.8,3.0,0.75,-0.26,0.95,33.94,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,2.0,0.6,0,0.9,46.55,0.7,-123.42,0.7,11.57,0.65,663.31,0.5,2.0,0.6,1.7289752e+09,0.55,26.87,0.5,265.93,0.4,0.0,0.6,8.6413016e+07,0.65,2,0.75,0,0.9,46.89,0.85,3.0,0.7,2,0.8,3.0,0.75,0.4,0.95,44.49,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,4.0,0.6,0,0.9,48.23,0.7,-142.75,0.7,12.58,0.65,647.79,0.5,2.0,0.6,1.7309279e+09,0.55,46.38,0.5,1849.94,0.4,0.0,0.6,-3.7842874e+08,0.65,2,0.75,0,0.9,91.84,0.85,3.0,0.7,2,0.8,3.0,0.75,0.51,0.95,51.07,0.9,0.0,0.8
