region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.8,2,0.75,1,0.7,3.0,0.6,0,0.9,31.64,0.7,-110.36,0.7,21.01,0.65,280.77,0.5,1.0,0.6,1.7241306e+09,0.55,38.87,0.5,604.17,0.4,0,0.6,1.2883894e+09,0.65,1,0.75,0,0.9,41.16,0.85,2.0,0.7,1,0.8,1,0.75,-0.69,0.95,39.73,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,5.0,0.6,0,0.9,36.61,0.7,-85.84,0.7,31.88,0.65,99.98,0.5,2.0,0.6,1.7426447e+09,0.55,73.39,0.5,1420.11,0.4,0,0.6,3.3315108e+09,0.65,1,0.75,0,0.9,52.04,0.85,2.0,0.7,2,0.8,2,0.75,-0.98,0.95,38.96,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,35.03,0.7,-97.28,0.7,28.35,0.65,375.07,0.5,2.0,0.6,1.7382867e+09,0.55,66.72,0.5,1458.92,0.4,0,0.6,2.7027328e+09,0.65,2,0.75,0,0.9,65.54,0.85,2.0,0.7,2,0.8,2,0.75,-1.24,0.95,29.67,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,39.07,0.7,-89.95,0.7,27.92,0.65,81.17,0.5,2.0,0.6,1.7349007e+09,0.55,72.28,0.5,287.54,0.4,0,0.6,3.1378312e+09,0.65,2,0.75,0,0.9,43.77,0.85,2.0,0.7,2,0.8,2,0.75,-1.13,0.95,47.07,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,39.43,0.7,-90.0,0.7,27.29,0.65,486.58,0.5,2.0,0.6,1.732257e+09,0.55,84.33,0.5,50.07,0.4,0,0.6,3.0924948e+09,0.65,1,0.75,0,0.9,61.64,0.85,3.0,0.7,2,0.8,2,0.75,-1.73,0.95,54.07,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,5.0,0.6,0,0.9,38.6,0.7,-87.92,0.7,31.29,0.65,232.44,0.5,2.0,0.6,1.7379072e+09,0.55,100.2,0.5,1401.67,0.4,0,0.6,3.0702938e+09,0.65,2,0.75,0,0.9,58.2,0.85,2.0,0.7,2,0.8,2,0.75,-1.14,0.95,39.95,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,30.31,0.7,-91.62,0.7,30.61,0.65,487.12,0.5,2.0,0.6,1.7439301e+09,0.55,69.59,0.5,1801.29,0.4,0,0.6,3.238588e+09,0.65,2,0.75,0,0.9,69.12,0.85,2.0,0.7,2,0.8,2,0.75,-1.38,0.95,31.95,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,4.0,0.6,0,0.9,35.88,0.7,-88.81,0.7,30.81,0.65,16.32,0.5,2.0,0.6,1.733358e+09,0.55,70.52,0.5,734.72,0.4,0,0.6,3.1688643e+09,0.65,2,0.75,0,0.9,48.87,0.85,2.0,0.7,2,0.8,2,0.75,-1.46,0.95,33.28,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,34.74,0.7,-103.64,0.7,24.36,0.65,355.05,0.5,2.0,0.6,1.7266259e+09,0.55,57.96,0.5,-66.17,0.4,0,0.6,2.3774254e+09,0.65,1,0.75,0,0.9,51.18,0.85,2.0,0.7,2,0.8,2,0.75,-1.44,0.95,41.35,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,36.72,0.7,-89.83,0.7,27.51,0.65,-28.52,0.5,2.0,0.6,1.7285533e+09,0.55,60.86,0.5,877.3,0.4,0,0.6,2.690805e+09,0.65,2,0.75,0,0.9,32.96,0.85,2.0,0.7,1,0.8,1,0.75,-0.95,0.95,51.25,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,34.05,0.7,-88.54,0.7,27.59,0.65,328.9,0.5,2.0,0.6,1.737103e+09,0.55,73.19,0.5,1534.25,0.4,0,0.6,2.8947095e+09,0.65,2,0.75,0,0.9,55.26,0.85,2.0,0.7,2,0.8,2,0.75,-1.38,0.95,43.83,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,5.0,0.6,0,0.9,38.78,0.7,-83.2,0.7,31.01,0.65,78.55,0.5,2.0,0.6,1.7356173e+09,0.55,44.13,0.5,867.21,0.4,0,0.6,3.5878863e+09,0.65,2,0.75,0,0.9,45.27,0.85,3.0,0.7,2,0.8,2,0.75,-1.84,0.95,48.01,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,32.64,0.7,-89.8,0.7,27.3,0.65,454.9,0.5,2.0,0.6,1.7374762e+09,0.55,68.31,0.5,1464.7,0.4,0,0.6,3.0730286e+09,0.65,2,0.75,0,0.9,69.83,0.85,2.0,0.7,2,0.8,1,0.75,-1.81,0.95,45.77,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,3.0,0.6,0,0.9,29.25,0.7,-114.01,0.7,18.57,0.65,322.09,0.5,1.0,0.6,1.7269889e+09,0.55,14.26,0.5,500.41,0.4,0,0.6,1.2763304e+09,0.65,2,0.75,0,0.9,27.63,0.85,2.0,0.7,1,0.8,1,0.75,-0.58,0.95,30.74,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,34.25,0.7,-92.21,0.7,26.43,0.65,274.66,0.5,2.0,0.6,1.7378575e+09,0.55,57.99,0.5,1944.78,0.4,0,0.6,2.7244797e+09,0.65,2,0.75,0,0.9,56.38,0.85,2.0,0.7,2,0.8,2,0.75,-1.28,0.95,35.86,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,5.0,0.6,0,0.9,35.53,0.7,-92.93,0.7,28.5,0.65,447.67,0.5,2.0,0.6,1.7401e+09,0.55,82.09,0.5,967.11,0.4,0,0.6,3.2655672e+09,0.65,2,0.75,0,0.9,71.95,0.85,2.0,0.7,2,0.8,1,0.75,-1.56,0.95,39.0,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,3.0,0.6,0,0.9,32.22,0.7,-106.72,0.7,22.12,0.65,290.61,0.5,2.0,0.6,1.7296477e+09,0.55,25.46,0.5,386.52,0.4,0,0.6,2.0262212e+09,0.65,1,0.75,0,0.9,40.88,0.85,2.0,0.7,2,0.8,2,0.75,-1.14,0.95,32.99,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,5.326213359832764,0.6,-1,0.9,38.8,0.7,-77.06,0.7,35.08,0.65,426.81,0.5,3.0,0.6,1.7456618e+09,0.55,115.0,0.5,1430.36,0.4,0,0.6,4.3260155e+09,0.65,2,0.75,0,0.9,72.25,0.85,3.0,0.7,2,0.8,1,0.75,-2.29,0.95,55.75,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,36.54,0.7,-76.57,0.7,31.13,0.65,322.73,0.5,2.0,0.6,1.7415707e+09,0.55,94.12,0.5,1411.01,0.4,0,0.6,3.4318057e+09,0.65,2,0.75,0,0.9,73.86,0.85,3.0,0.7,2,0.8,1,0.75,-1.47,0.95,43.26,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,39.46,0.7,-83.51,0.7,30.48,0.65,572.89,0.5,2.0,0.6,1.7376783e+09,0.55,127.89,0.5,1985.96,0.4,0,0.6,2.9594708e+09,0.65,1,0.75,0,0.9,92.73,0.85,2.0,0.7,2,0.8,2,0.75,-1.69,0.95,56.91,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,33.97,0.7,-99.14,0.7,25.75,0.65,371.39,0.5,2.0,0.6,1.7300561e+09,0.55,71.46,0.5,694.99,0.4,0,0.6,1.924434e+09,0.65,2,0.75,0,0.9,57.2,0.85,2.0,0.7,2,0.8,1,0.75,-1.34,0.95,49.99,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,33.4,0.7,-91.43,0.7,27.38,0.65,346.16,0.5,2.0,0.6,1.7364538e+09,0.55,80.3,0.5,1107.18,0.4,0,0.6,2.5996475e+09,0.65,2,0.75,0,0.9,48.12,0.85,2.0,0.7,2,0.8,2,0.75,-1.47,0.95,43.87,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,3.0,0.6,0,0.9,32.34,0.7,-100.69,0.7,21.94,0.65,244.99,0.5,2.0,0.6,1.7278047e+09,0.55,44.23,0.5,636.98,0.4,0,0.6,2.030953e+09,0.65,1,0.75,0,0.9,34.97,0.85,2.0,0.7,1,0.8,1,0.75,-0.71,0.95,39.38,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,37.0,0.7,-94.78,0.7,29.22,0.65,397.04,0.5,2.0,0.6,1.7339232e+09,0.55,98.43,0.5,1324.96,0.4,0,0.6,2.41748e+09,0.65,2,0.75,0,0.9,57.1,0.85,2.0,0.7,1,0.8,2,0.75,-1.17,0.95,44.75,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,31.99,0.7,-99.37,0.7,25.43,0.65,376.03,0.5,2.0,0.6,1.7344947e+09,0.55,45.14,0.5,26.75,0.4,0,0.6,2.7697777e+09,0.65,2,0.75,0,0.9,61.04,0.85,2.0,0.7,2,0.8,2,0.75,-1.12,0.95,29.05,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,37.16,0.7,-87.38,0.7,29.11,0.65,8.36,0.5,2.0,0.6,1.7319502e+09,0.55,51.26,0.5,1374.22,0.4,0,0.6,2.7148685e+09,0.65,2,0.75,0,0.9,55.97,0.85,2.0,0.7,2,0.8,2,0.75,-1.03,0.95,36.14,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,38.16,0.7,-79.98,0.7,30.18,0.65,369.68,0.5,2.0,0.6,1.7396204e+09,0.55,77.61,0.5,1741.14,0.4,0,0.6,3.3755802e+09,0.65,2,0.75,0,0.9,72.04,0.85,2.0,0.7,2,0.8,1,0.75,-1.41,0.95,48.0,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,36.81,0.7,-84.5,0.7,30.4,0.65,348.04,0.5,2.0,0.6,1.7403272e+09,0.55,96.29,0.5,1056.77,0.4,0,0.6,3.4284352e+09,0.65,2,0.75,0,0.9,62.06,0.85,2.0,0.7,2,0.8,2,0.75,-1.31,0.95,35.32,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,5.818977355957031,0.6,-1,0.9,41.12,0.7,-78.45,0.7,34.2,0.65,501.78,0.5,3.0,0.6,1.7440809e+09,0.55,122.27,0.5,720.52,0.4,0,0.6,4.5202596e+09,0.65,2,0.75,0,0.9,83.56,0.85,3.0,0.7,2,0.8,2,0.75,-2.06,0.95,47.71,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,33.75,0.7,-91.24,0.7,25.65,0.65,318.86,0.5,2.0,0.6,1.7317576e+09,0.55,73.43,0.5,470.75,0.4,0,0.6,2.6862963e+09,0.65,1,0.75,0,0.9,67.76,0.85,2.0,0.7,2,0.8,1,0.75,-1.02,0.95,36.14,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,34.67,0.7,-95.2,0.7,27.9,0.65,507.33,0.5,2.0,0.6,1.7353395e+09,0.55,65.56,0.5,898.04,0.4,0,0.6,2.7795791e+09,0.65,2,0.75,0,0.9,71.32,0.85,2.0,0.7,2,0.8,2,0.75,-1.87,0.95,47.45,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,3.0,0.6,0,0.9,32.42,0.7,-105.42,0.7,21.58,0.65,385.25,0.5,2.0,0.6,1.7303604e+09,0.55,42.87,0.5,1034.86,0.4,0,0.6,1.6076164e+09,0.65,1,0.75,0,0.9,43.59,0.85,2.0,0.7,2,0.8,2,0.75,-1.03,0.95,38.24,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,5.0,0.6,0,0.9,36.76,0.7,-88.68,0.7,28.34,0.65,181.42,0.5,2.0,0.6,1.7371114e+09,0.55,73.41,0.5,1339.91,0.4,0,0.6,2.9964936e+09,0.65,1,0.75,0,0.9,48.58,0.85,2.0,0.7,2,0.8,2,0.75,-0.86,0.95,39.36,0.9,0,0.8
1.1,0.8,3,0.75,1,0.7,5.0,0.6,0,0.9,36.8,0.7,-89.43,0.7,29.94,0.65,406.84,0.5,2.0,0.6,1.7402437e+09,0.55,94.05,0.5,844.19,0.4,0,0.6,2.5360343e+09,0.65,2,0.75,0,0.9,51.84,0.85,2.0,0.7,2,0.8,2,0.75,-1.66,0.95,50.42,0.9,0,0.8
1.3,0.8,2,0.75,1,0.7,5.027228355407715,0.6,0,0.9,37.93,0.7,-79.95,0.7,31.69,0.65,451.16,0.5,2.0,0.6,1.7412177e+09,0.55,96.21,0.5,1764.48,0.4,0,0.6,3.5996244e+09,0.65,2,0.75,0,0.9,65.69,0.85,2.0,0.7,2,0.8,1,0.75,-1.92,0.95,56.93,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,3.0,0.6,0,0.9,34.21,0.7,-107.96,0.7,23.05,0.65,167.22,0.5,2.0,0.6,1.725154e+09,0.55,44.85,0.5,1450.55,0.4,0,0.6,1.4394138e+09,0.65,1,0.75,0,0.9,33.03,0.85,2.0,0.7,1,0.8,1,0.75,-0.32,0.95,37.72,0.9,0,0.8
1.1,0.8,2,0.75,1,0.7,4.0,0.6,0,0.9,35.7,0.7,-92.88,0.7,23.87,0.65,286.41,0.5,2.0,0.6,1.730709e+09,0.55,56.3,0.5,464.26,0.4,0,0.6,2.2147077e+09,0.65,1,0.75,0,0.9,57.4,0.85,2.0,0.7,1,0.8,1,0.75,-1.12,0.95,43.2,0.9,0,0.8
