region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.135,2,0.166,1,0.213,3,0.08,0,0.15,34.71,0.107,-102.06,0.067,7.84,0.269,264.92,0.14,3.0,0.459,1.7281956e+09,0.28,98.99,0.232,-124.78,0.079,0,0.127,9.613582e+08,0.267,1.0,1.0,0,0.842,62.47,0.993,1.0,0.899,2.0,0.969,1,0.83,0.07,0.845,23.37,0.98,0.0,0.805
1.1,0.365,3,0.183,1,0.279,2,0.037,0,0.332,42.57,0.075,-80.54,0.128,7.13,0.132,427.27,0.49,2.6087806224823,0.059,1.730982e+09,0.314,73.29,0.237,-287.91,0.19,0,0.061,1.2951796e+09,0.291,1.0,0.977,0,0.879,80.11,1.0,-0.5863185524940491,1.0,3.0,0.77,1,0.883,-0.17,0.83,22.63,1.0,0.0,0.786
1.1,0.403,2,0.392,1,0.471,3,0.001,0,0.158,46.23,0.234,-76.08,0.269,3.24,0.331,489.45,0.156,2.7204253673553467,0.198,1.7345212e+09,0.088,62.15,0.222,-220.24,0.172,0,0.286,1.1689563e+09,0.26,1.0,0.762,0,1.0,85.14,0.777,-0.5946208834648132,0.985,3.0,1.0,1,0.937,-0.45,1.0,24.68,0.791,0.0,0.875
1.1,0.348,2,0.077,1,0.09,3,0.292,0,0.254,43.31,0.154,-85.61,0.001,4.97,0.055,283.27,0.222,2.5099544525146484,0.335,1.7286959e+09,0.27,91.16,0.199,-351.86,0.313,0,0.433,5.0416138e+08,0.318,1.0,1.0,0,0.984,62.04,0.988,1.0,0.88,3.0,0.895,1,0.995,-0.5,0.867,26.46,0.852,0.0,0.774
1.1,0.336,3,0.374,1,0.298,3,0.051,0,0.441,33.23,0.326,-99.35,0.14,9.04,0.094,112.96,0.381,3.0,0.494,1.7268292e+09,0.052,116.34,0.065,485.56,0.175,0,0.321,1.9317235e+09,0.516,1.0,0.779,0,1.0,71.75,0.978,-0.7828593254089355,0.821,2.0,1.0,2,0.926,-0.03,0.87,23.88,0.993,0.0,0.983
1.1,0.479,3,0.43,1,0.347,2,0.105,0,0.074,42.85,0.209,-84.2,0.058,6.28,0.475,344.18,0.454,2.5682523250579834,0.216,1.7285535e+09,0.207,98.56,0.146,-914.44,0.214,0,0.46,1.3201531e+09,0.146,1.0,0.955,0,0.844,59.73,0.888,1.0,1.0,3.0,1.0,1,1.0,-0.55,0.987,16.96,0.812,0.0,1.0
1.1,0.209,2,0.067,1,0.345,3,0.407,0,0.38,38.34,0.376,-96.6,0.01,1.63,0.392,285.76,0.226,3.0,0.086,1.7278015e+09,0.382,110.35,0.501,-292.59,0.149,0,0.113,9.564326e+08,0.331,1.0,0.791,0,0.984,64.64,0.9,-0.6710668802261353,0.956,2.0,0.994,1,1.0,-0.4,0.886,22.55,1.0,0.0,0.781
1.1,0.369,2,0.263,1,0.261,3,0.092,0,0.264,38.08,0.387,-100.03,0.13,4.74,0.399,340.31,0.294,3.0,0.089,1.7285999e+09,0.114,88.92,0.2,-163.2,0.293,0,0.191,1.1037313e+09,0.076,1.0,1.0,0,0.753,67.78,0.871,-0.6409241557121277,0.803,2.0,1.0,1,1.0,-0.15,0.859,21.89,0.846,0.0,0.827
1.1,0.095,2,0.317,1,0.323,3,0.044,0,0.175,35.04,0.109,-95.44,0.219,8.69,0.146,151.61,0.142,3.0,0.255,1.7260019e+09,0.091,69.6,0.122,324.64,0.335,0,0.358,1.216917e+09,0.329,1.0,1.0,0,0.907,60.48,0.85,1.0,1.0,2.0,0.806,1,0.952,0.06,0.842,20.68,0.913,0.0,0.791
1.1,0.128,2,0.077,1,0.332,2,0.119,0,0.255,43.11,0.209,-98.06,0.031,7.51,0.147,233.3,0.217,3.0,0.092,1.7283375e+09,0.397,67.59,0.134,150.81,0.128,0,0.072,1.3397263e+09,0.247,1.0,0.995,0,0.874,54.29,0.97,-0.5030313730239868,1.0,2.0,1.0,2,0.97,-0.46,0.984,23.05,0.965,0.0,0.887
