region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.051,2.0,0.126,1,0.091,4.0,0.045,0,0.181,34.25,0.105,-114.0,0.065,15.72,0.453,363.6,0.292,2.0,0.297,1.725771e+09,0.334,90.05,0.169,141.97,0.495,0.0,0.148,1.6482596e+09,0.449,1.0,0.991,0,1.0,81.63,0.931,2.0,1.0,2.0,0.948,2.0,0.968,0.46,0.857,25.99,0.903,0.0,0.778
1.1,0.072,3.0,0.009,1,0.189,6.026226997375488,0.317,1,0.354,38.15,0.058,-102.15,0.056,26.24,0.274,952.65,0.188,3.0,0.33,1.7373832e+09,0.163,185.23,0.112,426.82,0.41,-0.547573983669281,0.128,2.687984e+09,0.332,1.0,0.984,0,0.861,141.52,0.855,2.786439895629883,0.904,3.0,1.0,2.0,1.0,0.52,0.762,54.16,0.763,0.0,0.945
1.1,0.063,2.0,0.323,1,0.079,5.0,0.254,0,0.015,42.25,0.376,-109.68,0.04,20.1,0.096,705.67,0.15,3.0,0.355,1.7347315e+09,0.154,98.08,0.074,410.56,0.439,0.0,0.11,2.6062502e+09,0.073,-0.6409093141555786,0.178,0,0.094,115.36,0.139,3.0,0.41,2.0,0.305,2.0,0.237,0.6,0.182,48.44,0.353,0.0,0.413
1.1,0.15,3.0,0.1,1,0.145,4.0,0.034,0,0.232,34.16,0.186,-115.8,0.397,18.37,0.017,469.43,0.063,2.0,0.276,1.7310921e+09,0.189,116.69,0.411,181.65,0.429,0.0,0.1,1.7568169e+09,0.16,1.0,0.772,0,0.911,94.94,0.83,2.0,0.879,2.0,1.0,2.0,1.0,0.43,0.828,32.03,0.876,0.0,0.789
1.1,0.087,3.0,0.162,1,0.232,5.310458183288574,0.196,0,0.281,42.95,0.362,-112.41,0.062,21.29,0.176,783.45,0.26,3.0,0.095,1.7364481e+09,0.192,143.06,0.284,143.18,0.283,0.0,0.343,2.9755054e+09,0.244,1.0,0.98,0,1.0,148.28,0.934,3.0,0.836,2.0,0.996,3.0,1.0,0.91,1.0,63.06,1.0,0.0,1.0
1.1,0.474,2.0,0.291,1,0.086,5.0,0.374,0,0.367,43.65,0.248,-107.04,0.14,20.55,0.471,1059.58,0.463,3.0,0.278,1.7304255e+09,0.176,73.42,0.073,431.38,0.422,0.0,0.41,2.787649e+09,0.527,-0.8367950916290283,0.429,0,0.281,118.2,0.115,3.0,0.076,2.0,0.216,2.0,0.507,0.51,0.27,43.0,0.312,0.0,0.335
1.1,0.309,2.0,0.195,1,0.124,5.0,0.21,0,0.085,41.14,0.295,-113.8,0.185,22.09,0.223,693.19,0.131,3.0,0.052,1.7292406e+09,0.477,106.82,0.348,360.58,0.104,0.0,0.299,2.300643e+09,0.083,-0.5910218954086304,0.058,0,0.085,102.72,0.259,3.0,0.097,3.0,0.243,1.0,0.111,0.23,0.134,40.9,0.394,0.0,0.08
1.1,0.175,3.0,0.422,1,0.035,5.0,0.175,0,0.303,50.01,0.129,-107.26,0.144,21.91,0.024,952.09,0.084,3.0,0.391,1.7298011e+09,0.106,136.11,0.334,-1199.7,0.079,0.0,0.091,3.7309524e+09,0.188,-0.5272062420845032,0.061,0,0.466,134.87,0.165,3.0,0.107,2.0,0.145,2.0,0.392,1.05,0.26,52.28,0.335,0.0,0.128
1.1,0.386,3.0,0.226,1,0.132,4.0,0.042,0,0.054,40.08,0.007,-115.88,0.408,21.25,0.031,777.63,0.361,2.0,0.141,1.7272453e+09,0.239,95.33,0.238,550.26,0.332,0.0,0.058,1.8152392e+09,0.074,-0.5891074538230896,0.297,0,0.083,95.8,0.12,3.0,0.238,2.0,0.138,2.0,0.276,0.2,0.075,33.45,0.054,0.0,0.138
1.1,0.195,2.0,0.013,1,0.093,4.0,0.015,0,0.079,38.84,0.141,-105.59,0.249,20.47,0.475,846.97,0.42,2.0,0.068,1.7252959e+09,0.23,80.91,0.198,-5.87,0.257,0.0,0.154,2.1317699e+09,0.497,-0.5205022096633911,0.478,0,0.271,93.9,0.363,3.0,0.089,2.0,0.181,2.0,0.395,0.49,0.4,40.83,0.098,0.0,0.367
