region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.388,2,0.416,1,0.068,4.0,0.014,1,0.103,47.75,0.11,-112.28,0.481,12.1,0.026,589.86,0.07,2.0,0.198,1.7362076e+09,0.411,148.52,0.528,-567.78,0.316,0,0.092,7.787051e+08,0.391,2,0.821,0,0.558,70.76,0.589,2,0.688,2,1.0,2.0,0.654,-0.58,0.644,19.05,0.949,0.0,0.804
1.1,0.078,2,0.001,1,0.122,3.0,0.102,0,0.088,45.49,0.229,-112.89,0.292,13.2,0.374,527.68,0.487,2.0,0.145,1.7329902e+09,0.113,108.91,0.262,-232.39,0.17,0,0.287,1.2793932e+09,0.437,2,0.712,0,0.656,65.4,0.765,2,0.585,2,0.683,2.0,0.62,-0.45,0.74,26.81,0.775,0.0,0.563
1.1,0.411,2,0.272,1,0.294,3.0,0.151,0,0.178,43.22,0.292,-117.38,0.109,12.96,0.089,547.84,0.081,2.0,0.186,1.7325071e+09,0.138,101.04,0.283,81.52,0.509,0,0.484,8.253656e+08,0.057,2,0.991,0,0.706,27.01,0.666,2,0.663,2,0.707,3.0,0.886,-0.41,0.728,26.57,0.937,0.0,0.836
1.1,0.264,1,0.06,1,0.087,3.0,0.085,0,0.003,46.65,0.404,-102.09,0.258,12.14,0.273,629.18,0.186,2.0,0.335,1.7370775e+09,0.097,127.41,0.267,-526.54,0.137,0,0.543,1.5169335e+09,0.399,2,0.989,0,0.722,68.33,0.74,2,0.676,2,0.593,3.0,0.833,-0.69,0.708,21.1,0.563,0.0,0.566
1.1,0.097,2,0.114,1,0.178,4.0,0.179,1,0.105,50.36,0.01,-114.47,0.248,11.88,0.33,689.4,0.181,2.0,0.436,1.7368434e+09,0.224,150.35,0.1,-808.97,0.217,0,0.469,8.312431e+08,0.129,2,0.716,0,0.668,70.78,0.693,2,0.612,2,0.635,3.0,0.933,-0.62,0.82,40.11,0.564,0.0,0.896
1.1,0.229,2,0.379,1,0.155,3.0,0.293,0,0.484,44.57,0.212,-112.54,0.035,11.79,0.253,378.77,0.314,2.0,0.113,1.7335452e+09,0.441,108.7,0.249,-14.07,0.165,0,0.218,1.06211757e+09,0.281,2,0.657,0,0.626,46.29,0.596,2,0.672,2,0.664,2.0,0.732,-0.62,0.602,26.41,0.968,0.0,0.838
1.1,0.303,1,0.002,1,0.124,3.0,0.387,0,0.218,44.22,0.262,-107.37,0.282,8.97,0.384,505.76,0.104,2.0,0.194,1.7346973e+09,0.097,116.35,0.096,185.53,0.504,0,0.091,1.0116012e+09,0.075,2,0.657,0,0.744,51.27,0.747,2,0.7,2,1.0,2.0,0.684,-0.57,1.0,23.17,0.595,0.0,0.687
1.1,0.126,2,0.032,1,0.261,5.0,0.255,1,0.088,56.48,0.317,-112.61,0.172,19.33,0.178,1011.79,0.22,3.0,0.135,1.744177e+09,0.178,164.66,0.372,-984.21,0.15,0,0.154,1.3340659e+09,0.144,2,0.554,0,0.612,99.72,0.688,3,0.566,2,0.963,2.837127923965454,0.992,-0.78,1.0,44.32,0.699,0.0,0.796
1.1,0.067,2,0.189,1,0.43,3.0,0.343,0,0.14,41.25,0.277,-115.83,0.158,11.97,0.232,530.54,0.486,2.0,0.314,1.7303176e+09,0.257,84.67,0.474,-144.18,0.318,0,0.351,8.2744915e+08,0.422,2,0.653,0,1.0,37.66,0.562,2,0.748,2,0.638,2.0,0.68,-0.32,0.728,22.94,1.0,0.0,0.783
1.1,0.292,1,0.132,1,0.136,2.0,0.249,0,0.232,37.89,0.01,-115.15,0.463,9.82,0.353,413.69,0.296,2.0,0.51,1.7274698e+09,0.463,78.83,0.186,-501.61,0.221,0,0.315,7.031382e+08,0.218,2,0.77,0,0.667,39.83,0.62,2,1.0,2,0.923,2.0,0.67,-0.37,0.642,10.58,0.647,0.0,0.742
1.1,0.065,2,0.472,1,0.08,4.0,0.144,0,0.023,47.12,0.381,-106.54,0.016,10.57,0.316,559.28,0.287,2.0,0.335,1.7371206e+09,0.2,131.7,0.34,-50.78,0.508,0,0.06,1.0757572e+09,0.224,2,0.989,0,0.744,61.47,0.658,2,0.733,2,0.673,3.0,0.558,-0.53,0.59,19.34,0.886,0.0,0.742
