region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.158,-0.574264645576477,0.299,1.0,0.198,5.0,0.001,0,0.083,40.19,0.21,-73.48,0.193,24.93,0.214,482.74,0.183,2.0,0.095,1.7293761e+09,0.39,103.1,0.132,3482.58,0.203,0.0,0.072,9.576292e+08,0.175,1,0.994,0,0.932,51.16,0.83,3.0,0.801,3.0,0.916,3.0,0.901,1.18,0.98,19.06,1.0,0,0.814
1.1,0.026,1.0,0.07,1.0,0.399,3.0,0.019,0,0.043,32.13,0.095,-89.37,0.09,20.12,0.361,375.65,0.112,2.0,0.315,1.7244068e+09,0.425,67.11,0.156,2614.93,0.09,0.0,0.196,-5.563995e+08,0.398,1,0.922,0,1.0,18.04,0.868,2.0,0.892,2.0,0.894,2.0,1.0,0.72,1.0,12.8,0.815,0,1.0
1.1,0.437,1.0,0.139,1.0,0.096,4.0,0.016,0,0.328,30.92,0.309,-75.4,0.388,18.7,0.057,314.87,0.463,2.0,0.077,1.7227529e+09,0.467,26.69,0.315,1898.53,0.3,0.0,0.137,3.547224e+07,0.483,1,1.0,0,0.886,35.86,0.754,2.0,0.949,2.0,0.955,2.0,0.885,0.35,0.889,4.55,0.917,0,0.917
1.1,0.15,1.0,0.163,1.0,0.062,4.0,0.179,0,0.153,31.53,0.07,-78.54,0.106,21.04,0.387,274.2,0.42,2.0,0.436,1.7250063e+09,0.159,65.53,0.252,2664.04,0.095,0.0,0.349,7.724429e+08,0.267,1,0.993,0,0.91,62.31,0.872,2.0,0.77,2.0,1.0,3.0,0.895,1.12,1.0,17.98,0.955,0,0.864
1.1,0.104,1.0,0.112,1.0,0.226,4.0,0.031,0,0.493,32.79,0.387,-88.13,0.293,17.26,0.274,301.41,0.181,1.0,0.16,1.7236453e+09,0.235,35.99,0.366,1840.2,0.137,0.0,0.52,2.9362602e+08,0.075,1,1.0,0,0.902,33.3,0.929,2.0,0.752,2.0,0.903,3.0,0.802,0.67,1.0,10.33,0.984,0,0.796
1.1,0.045,1.0,0.3,1.0,0.237,5.0,0.043,0,0.094,32.73,0.085,-71.2,0.283,20.73,0.078,280.74,0.425,2.0,0.127,1.7223064e+09,0.204,47.12,0.054,1984.03,0.124,0.0,0.263,-1.718967e+08,0.158,1,1.0,0,1.0,38.81,1.0,2.0,0.931,3.0,0.981,2.0,0.792,0.34,1.0,5.11,1.0,0,1.0
1.1,0.085,1.0,0.024,1.0,0.347,3.0,0.17,0,0.132,40.66,0.296,-90.61,0.001,21.43,0.124,450.98,0.239,2.0,0.311,1.7202867e+09,0.161,19.19,0.372,1579.23,0.269,0.0,0.466,3.1328035e+08,0.239,1,0.856,0,0.869,32.62,0.795,2.0,0.959,2.0,1.0,3.0,0.881,0.45,0.9,18.3,0.819,0,0.789
1.1,0.077,-0.6288430690765381,0.013,1.0,0.055,4.0,0.284,0,0.124,35.28,0.089,-69.63,0.161,21.3,0.193,328.4,0.136,1.0,0.149,1.7293092e+09,0.533,72.35,0.366,3056.04,0.345,0.0,0.132,5.220309e+08,0.124,1,0.783,0,0.888,42.4,1.0,2.0,0.837,3.0,0.795,3.0,0.754,0.88,0.976,17.63,1.0,0,0.972
1.1,0.307,1.0,0.075,1.0,0.27,4.0,0.386,0,0.102,27.94,0.04,-92.01,0.284,14.74,0.228,26.38,0.388,1.0,0.513,1.7170674e+09,0.133,45.59,0.33,1120.34,0.352,0.0,0.152,6.4111334e+08,0.218,1,0.921,0,0.973,37.95,0.896,2.0,1.0,2.0,0.795,2.0,0.791,0.87,0.956,10.38,1.0,0,0.831
1.1,0.198,1.0,0.373,1.0,0.213,5.0,0.076,0,0.23,31.85,0.152,-66.25,0.065,21.15,0.024,454.74,0.164,2.0,0.406,1.7304986e+09,0.222,82.21,0.076,3155.88,0.326,0.0,0.242,1.368105e+08,0.166,2,1.0,0,0.803,50.83,0.873,2.0,0.746,3.0,0.7,3.0,1.0,1.05,0.694,16.56,0.656,0,0.59
