region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.369,2,0.458,1,0.482,2.0,0.028,0,0.455,32.93,0.012,-112.32,0.196,12.32,0.304,139.52,0.258,2.0,0.386,1.7332119e+09,0.528,6.82,0.166,241.76,0.197,0.0,0.45,1.3437551e+09,0.266,2.0,0.724,0,0.932,48.76,0.787,2,0.758,1,0.597,1.0,0.721,0.58,0.609,13.03,0.624,0.0,0.771
1.1,0.11,2,0.331,1,0.181,2.0,0.256,0,0.379,33.14,0.128,-107.44,0.151,10.43,0.495,36.0,0.498,2.0,0.111,1.7370086e+09,0.19,-7.07,0.067,32.93,0.415,0.0,0.229,1.3255021e+09,0.497,2.0,0.731,0,0.625,67.32,0.62,2,0.689,1,0.737,2.0,0.651,0.47,0.862,23.89,0.628,0.0,0.633
1.1,0.005,2,0.171,1,0.137,3.0,0.254,0,0.322,37.38,0.194,-108.26,0.37,10.76,0.124,22.23,0.302,2.0,0.149,1.740223e+09,0.113,4.24,0.164,-542.9,0.543,0.0,0.154,1.8531648e+09,0.149,2.0,0.826,0,0.665,80.52,0.721,2,0.7,2,0.699,2.0,0.642,1.0,0.796,24.2,0.769,0.0,0.598
1.1,0.04,2,0.213,1,0.043,3.0,0.158,0,0.15,39.28,0.242,-99.28,0.237,11.55,0.319,155.41,0.099,2.0,0.065,1.7426075e+09,0.198,-0.63,0.283,255.3,0.176,0.0,0.397,1.961354e+09,0.408,2.0,0.716,0,0.731,82.05,0.634,2,0.672,2,1.0,2.0,0.683,0.75,0.798,25.02,0.664,0.0,0.718
1.1,0.13,2,0.23,1,0.121,2.0,0.426,0,0.488,34.91,0.208,-114.66,0.297,12.28,0.352,18.64,0.098,2.0,0.421,1.7380042e+09,0.277,7.35,0.318,141.43,0.222,0.0,0.238,1.9097257e+09,0.196,2.0,0.723,0,0.762,72.64,0.704,2,0.609,1,1.0,2.0,0.679,1.25,0.69,13.25,0.633,0.0,0.888
1.1,0.19,2,0.391,1,0.262,2.0,0.076,0,0.397,35.69,0.185,-106.41,0.155,12.61,0.259,108.84,0.081,2.0,0.157,1.7363594e+09,0.074,11.13,0.296,-149.11,0.519,0.0,0.174,1.582765e+09,0.354,2.0,0.647,0,0.565,79.83,0.746,2,0.743,2,0.562,2.0,0.772,0.81,0.732,17.93,0.559,0.0,0.68
1.1,0.023,2,0.055,1,0.098,4.0,0.059,0,0.371,38.96,0.095,-101.2,0.2,13.14,0.43,110.49,0.134,2.0,0.119,1.7440876e+09,0.21,-7.86,0.153,52.74,0.324,0.0,0.173,2.0595172e+09,0.218,2.0,0.577,0,0.631,103.29,0.667,2,0.714,2,0.745,2.0,0.732,1.41,0.684,18.49,0.708,0.0,0.605
1.1,0.372,2,0.358,1,0.017,2.0,0.154,0,0.462,34.76,0.209,-113.66,0.066,11.21,0.313,74.67,0.101,2.0,0.157,1.7364206e+09,0.495,8.69,0.091,60.01,0.158,0.0,0.228,1.4830246e+09,0.43,2.0,0.721,0,0.844,71.74,0.734,2,0.743,1,0.595,2.0,0.705,0.82,0.596,11.39,0.733,0.0,0.742
1.1,0.14,2,0.05,1,0.179,2.0,0.154,0,0.472,38.1,0.156,-107.43,0.32,15.11,0.082,94.17,0.306,2.0,0.056,1.742861e+09,0.189,0.47,0.215,217.46,0.496,0.0,0.533,1.9705021e+09,0.219,2.0,0.755,0,0.718,84.84,0.726,2,0.811,2,0.739,1.0,0.739,1.34,0.591,13.05,0.883,0.0,0.658
1.1,0.327,2,0.021,1,0.048,4.0,0.314,0,0.187,40.01,0.195,-95.21,0.018,13.58,0.461,-28.95,0.435,2.0,0.204,1.7487644e+09,0.257,20.0,0.377,-275.21,0.242,0.0,0.217,2.7857021e+09,0.182,2.0,0.999,0,0.581,123.3,0.914,3,0.699,2,0.512,3.0,0.52,1.65,0.617,28.02,0.519,0.0,0.864
