region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.26,2,0.391,1.0,0.328,2,0.027,0,0.122,40.74,0.293,-118.27,0.299,13.37,0.168,246.16,0.282,2,0.477,1.7272087e+09,0.406,22.35,0.394,1097.98,0.054,0,0.14,1.224111e+09,0.144,2,0.653,0,0.855,43.76,0.745,2,1.0,1,0.576,2,0.577,0.06,0.715,-4.41,0.7,0,1.0
1.1,0.199,2,0.162,1.0,0.066,2,0.327,0,0.468,47.43,0.317,-112.05,0.007,18.78,0.173,393.35,0.107,2,0.085,1.7302129e+09,0.055,22.17,0.264,1406.17,0.152,0,0.299,2.1509233e+09,0.066,2,0.922,0,0.567,78.6,0.718,2,0.556,1,0.568,2,0.737,0.06,0.721,-9.11,0.933,0,0.558
1.1,0.062,2,0.162,1.0,0.154,2,0.185,0,0.173,45.71,0.426,-106.14,0.269,18.19,0.23,163.97,0.185,2,0.458,1.7350988e+09,0.172,-10.87,0.188,1382.68,0.433,0,0.119,1.6576233e+09,0.27,2,0.625,0,0.83,45.72,0.588,2,0.949,1,0.737,2,0.996,0.11,0.842,-14.06,0.664,0,0.625
1.1,0.04,2,0.028,1.0,0.096,2,0.212,0,0.237,43.15,0.413,-120.12,0.171,14.67,0.072,186.07,0.171,2,0.103,1.727384e+09,0.168,6.99,0.392,1533.66,0.088,0,0.456,1.5355862e+09,0.197,2,0.884,0,0.716,39.89,0.577,2,0.743,1,0.688,2,0.684,0.18,0.737,-2.77,0.676,0,0.564
1.1,0.116,2,0.058,1.0,0.052,2,0.074,0,0.107,46.37,0.205,-116.23,0.293,16.43,0.213,306.78,0.09,2,0.394,1.7350862e+09,0.38,20.97,0.163,1306.54,0.171,0,0.162,1.530445e+09,0.22,2,1.0,0,0.789,36.9,0.667,2,0.672,2,0.744,2,0.685,0.07,0.623,-2.05,0.654,0,0.553
1.1,0.171,2,0.23,1.0,0.012,2,0.004,0,0.159,43.01,0.001,-120.38,0.485,14.38,0.105,111.3,0.053,2,0.091,1.7262038e+09,0.512,2.87,0.233,1023.49,0.35,0,0.522,1.5251356e+09,0.395,2,0.866,0,0.737,32.7,0.723,2,0.827,1,0.927,2,0.654,0.03,0.719,-0.24,0.861,0,0.758
1.1,0.442,2,0.072,1.0,0.062,3,0.011,0,0.098,43.41,0.291,-97.64,0.462,17.3,0.248,334.23,0.308,2,0.151,1.735925e+09,0.392,17.51,0.254,1332.09,0.175,0,0.254,1.516859e+09,0.22,2,0.624,0,1.0,70.33,0.864,2,0.706,2,0.692,2,1.0,-0.09,0.631,-1.8,0.599,0,0.634
1.1,0.302,2,0.044,1.0,0.008,2,0.099,0,0.399,41.39,0.041,-111.92,0.141,14.47,0.088,269.93,0.488,2,0.444,1.7264748e+09,0.156,11.05,0.183,1452.84,0.112,0,0.194,8.330448e+08,0.285,2,0.717,0,0.671,43.68,0.552,2,1.0,1,0.738,2,0.662,0.13,0.744,-1.62,0.746,0,0.827
1.1,0.472,2,0.418,1.0,0.423,2,0.49,0,0.103,38.3,0.299,-116.98,0.392,13.04,0.144,195.01,0.156,2,0.222,1.7227195e+09,0.165,22.82,0.366,471.95,0.107,0,0.166,1.3578918e+09,0.468,1,1.0,0,0.854,48.44,0.851,2,1.0,1,0.995,2,0.933,0.17,0.752,1.35,0.916,0,0.968
1.1,0.16,2,0.274,-0.6666760444641113,0.305,2,0.117,0,0.341,53.73,0.073,-99.31,0.075,18.97,0.228,189.65,0.354,3,0.117,1.7448599e+09,0.43,-24.64,0.517,1011.95,0.353,0,0.492,1.9164703e+09,0.063,2,0.072,0,0.485,47.44,0.328,2,0.248,2,0.068,2,0.062,-0.1,0.338,-8.69,0.5,0,0.49
