region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.8,1.0,0.75,1,0.7,5.0,0.6,0,0.9,40.96,0.7,-100.26,0.7,22.95,0.65,237.74,0.5,2.0,0.6,1.7272947e+09,0.55,62.04,0.5,1445.36,0.4,0,0.6,2.8810788e+09,0.65,2.0,0.75,0,0.9,62.94,0.85,1,0.7,2.0,0.8,1.0,0.75,-0.81,0.95,31.39,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1,0.7,4.877732753753662,0.6,0,0.9,42.09,0.7,-81.28,0.7,30.4,0.65,232.92,0.5,2.0,0.6,1.7375156e+09,0.55,88.27,0.5,1976.79,0.4,1,0.6,3.590781e+09,0.65,3.0,0.75,-1,0.9,111.58,0.85,2,0.7,3.0,0.8,2.0,0.75,-1.01,0.95,39.19,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,4.0,0.6,0,0.9,38.91,0.7,-106.34,0.7,21.77,0.65,76.97,0.5,2.0,0.6,1.7264305e+09,0.55,43.85,0.5,1426.14,0.4,0,0.6,2.4205778e+09,0.65,2.0,0.75,0,0.9,54.59,0.85,1,0.7,2.0,0.8,2.0,0.75,-1.1,0.95,28.74,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1,0.7,5.0,0.6,0,0.9,39.42,0.7,-97.78,0.7,29.37,0.65,295.5,0.5,2.0,0.6,1.7284389e+09,0.55,99.88,0.5,1499.96,0.4,0,0.6,3.593746e+09,0.65,2.0,0.75,0,0.9,93.2,0.85,2,0.7,2.0,0.8,2.0,0.75,-0.86,0.95,26.95,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1,0.7,5.091006278991699,0.6,0,0.9,44.79,0.7,-93.61,0.7,28.32,0.65,39.81,0.5,2.0,0.6,1.7295163e+09,0.55,63.59,0.5,1181.57,0.4,0,0.6,4.1143967e+09,0.65,3.0,0.75,0,0.9,82.4,0.85,1,0.7,3.0,0.8,2.0,0.75,-1.75,0.95,27.91,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,4.0,0.6,0,0.9,40.79,0.7,-98.44,0.7,22.35,0.65,-15.11,0.5,2.0,0.6,1.7256824e+09,0.55,69.85,0.5,1390.52,0.4,0,0.6,2.8884106e+09,0.65,2.0,0.75,0,0.9,52.01,0.85,1,0.7,2.0,0.8,2.0,0.75,-1.02,0.95,24.39,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1,0.7,5.083745002746582,0.6,-1,0.9,41.77,0.7,-82.78,0.7,30.28,0.65,78.44,0.5,3.0,0.6,1.73699e+09,0.55,91.55,0.5,2043.53,0.4,0,0.6,4.1193257e+09,0.65,3.0,0.75,0,0.9,110.8,0.85,2,0.7,3.0,0.8,3.0,0.75,-0.82,0.95,32.76,0.9,0.0,0.8
1.1,0.8,2.0,0.75,1,0.7,5.0,0.6,0,0.9,43.92,0.7,-91.71,0.7,31.37,0.65,114.86,0.5,2.0,0.6,1.7317073e+09,0.55,62.3,0.5,2378.74,0.4,0,0.6,3.5807048e+09,0.65,3.0,0.75,0,0.9,104.03,0.85,2,0.7,3.0,0.8,2.0,0.75,-0.76,0.95,33.72,0.9,0.0,0.8
1.1,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,37.51,0.7,-101.78,0.7,18.49,0.65,64.13,0.5,1.0,0.6,1.7267839e+09,0.55,40.47,0.5,1133.89,0.4,0,0.6,1.9027293e+09,0.65,2.0,0.75,0,0.9,57.28,0.85,1,0.7,2.0,0.8,2.0,0.75,-0.48,0.95,31.87,0.9,0.0,0.8
1.3,0.8,1.0,0.75,1,0.7,3.0,0.6,0,0.9,33.06,0.7,-112.91,0.7,14.66,0.65,32.5,0.5,1.0,0.6,1.722367e+09,0.55,20.62,0.5,1137.38,0.4,0,0.6,1.4579436e+09,0.65,2.0,0.75,0,0.9,40.98,0.85,1,0.7,2.0,0.8,2.0,0.75,-0.45,0.95,24.2,0.9,0.0,0.8
