region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.1,0.201,2,0.024,2.0,0.097,2.0,0.317,0,0.207,39.86,0.321,-61.14,0.134,21.65,0.285,898.63,0.168,1,0.164,1.7257226e+09,0.115,104.64,0.491,768.0,0.32,0,0.276,1.5927218e+09,0.351,2.0,0.356,0,0.066,69.69,0.297,2.0,0.192,2.0,0.46,2.0,0.234,-0.46,0.241,48.51,0.149,0,0.346
1.1,0.018,2,0.123,2.0,0.101,2.0,0.224,0,0.208,43.18,0.4,-81.98,0.185,23.72,0.169,677.51,0.33,1,0.315,1.7211868e+09,0.104,70.64,0.263,1835.62,0.511,0,0.353,1.2355796e+09,0.313,2.0,0.538,0,0.417,99.91,0.325,2.0,0.092,1.0,0.5,1.0,0.251,-0.13,0.413,48.19,0.109,0,0.223
1.1,0.11,2,0.129,2.0,0.194,2.0,0.036,0,0.141,46.34,0.165,-60.71,0.312,25.87,0.03,1059.99,0.253,2,0.148,1.737263e+09,0.204,120.31,0.196,2032.95,0.112,0,0.239,1.7643565e+09,0.135,2.0,0.441,0,0.378,99.35,0.155,3.0,0.462,1.0,0.177,2.0,0.254,-0.01,0.053,76.84,0.088,0,0.219
1.1,0.443,1,0.427,2.0,0.439,2.0,0.143,0,0.34,35.88,0.359,-79.49,0.499,19.01,0.202,708.17,0.073,1,0.139,1.7230996e+09,0.431,77.25,0.264,885.13,0.072,0,0.36,1.2583071e+09,0.372,2.0,0.397,0,0.402,60.85,0.457,2.0,0.393,1.0,0.46,1.0,0.496,-0.16,0.547,40.54,0.099,0,0.057
1.1,0.296,2,0.256,2.0,0.165,2.0,0.163,0,0.11,46.43,0.213,-58.76,0.01,23.98,0.242,1183.68,0.338,2,0.337,1.7358815e+09,0.246,82.99,0.238,2723.29,0.222,0,0.111,1.7796293e+09,0.422,2.0,0.092,0,0.058,99.95,0.322,2.0,0.193,1.0,0.37,2.0,0.422,0.17,0.212,57.38,0.386,0,0.091
1.1,0.427,1,0.397,2.0,0.006,1.0,0.023,0,0.237,33.84,0.189,-105.86,0.444,20.43,0.154,571.33,0.205,1,0.497,1.7192878e+09,0.1,51.82,0.109,1465.8,0.242,0,0.096,7.3922496e+08,0.059,2.0,0.284,0,0.352,75.16,0.385,2.0,0.403,-0.6015224456787109,0.159,1.0,0.42,0.32,0.483,39.38,0.332,0,0.117
1.1,0.086,2,0.197,2.0,0.049,3.0,0.032,0,0.16,39.13,0.168,-61.91,0.128,19.2,0.228,875.99,0.06,2,0.114,1.731136e+09,0.507,104.07,0.135,1280.97,0.411,0,0.095,1.7842712e+09,0.111,2.0,0.342,0,0.457,68.59,0.167,2.0,0.321,2.0,0.359,2.0,0.284,-0.36,0.25,42.42,0.096,0,0.264
1.1,0.139,3,0.101,1.567989468574524,0.13,2.0,0.498,0,0.366,55.47,0.361,-26.64,0.352,28.26,0.067,1733.18,0.538,2,0.194,1.7421632e+09,0.161,132.62,0.488,3131.16,0.338,0,0.235,3.397549e+09,0.227,3.0,0.22,1,0.412,139.48,0.144,3.0,0.085,1.0,0.4,3.0,0.103,-0.29,0.121,77.44,0.447,0,0.243
1.1,0.481,2,0.02,2.0,0.208,3.0,0.094,0,0.296,36.07,0.35,-69.29,0.201,20.9,0.014,884.79,0.298,2,0.507,1.7257367e+09,0.141,107.85,0.138,642.75,0.157,0,0.192,1.7419372e+09,0.357,2.0,0.13,0,0.379,63.27,0.224,2.0,0.415,2.0,0.238,2.0,0.092,-0.46,0.444,31.29,0.459,0,0.052
1.1,0.183,2,0.286,2.0,0.041,2.0,0.083,0,0.415,39.98,0.088,-85.39,0.097,21.31,0.443,595.6,0.152,1,0.116,1.7277992e+09,0.054,77.8,0.163,934.96,0.456,0,0.176,1.6394925e+09,0.195,2.0,0.174,0,0.089,86.35,0.486,2.0,0.24,1.0,0.138,1.0,0.228,-0.02,0.436,42.52,0.099,0,0.472
1.1,0.198,2,0.464,2.0,0.027,2.0,0.215,0,0.274,43.35,0.22,-66.39,0.137,23.12,0.284,961.89,0.528,2,0.123,1.7296604e+09,0.287,107.09,0.288,1771.11,0.152,0,0.301,1.9061559e+09,0.162,2.0,0.149,0,0.11,109.27,0.297,2.0,0.174,2.0,0.429,2.0,0.294,-0.07,0.186,50.69,0.119,0,0.157
