region_tz_code,region_tz_code_trust,os_code,os_code_trust,device_type_code,device_type_code_trust,manufacturer_code,manufacturer_code_trust,is_rooted,is_rooted_trust,gps_latitude,gps_latitude_trust,gps_longitude,gps_longitude_trust,location_conf_radius,location_conf_radius_trust,location_visit_count,location_visit_count_trust,shift_profile_code,shift_profile_code_trust,session_start_epoch,session_start_epoch_trust,session_duration_mins,session_duration_mins_trust,time_since_last_login_mins,time_since_last_login_mins_trust,day_type_code,day_type_code_trust,ip_address_as_int,ip_address_as_int_trust,ip_reputation_code,ip_reputation_code_trust,vpn_tor_usage,vpn_tor_usage_trust,typing_speed_cpm,typing_speed_cpm_trust,click_pattern_code,click_pattern_code_trust,role_code,role_code_trust,scope_code,scope_code_trust,failed_login_attempts,failed_login_attempts_trust,historic_risk_score,historic_risk_score_trust,system_mode_code,system_mode_code_trust
1.3,0.208,3,0.369,1,0.193,-0.8934454321861267,0.202,0,0.313,29.43,0.305,-103.87,0.388,7.04,0.026,624.91,0.359,3.0,0.291,1.7267909e+09,0.184,82.85,0.485,2589.33,0.3,0,0.51,1.8078962e+09,0.357,2,0.787,0,0.694,76.42,0.579,2,1.0,2,0.887,2,0.623,0.46,0.57,33.98,0.619,0,0.791
1.1,0.403,3,0.05,1,0.325,-0.5451579689979553,0.128,0,0.157,31.7,0.319,-101.02,0.263,6.91,0.457,619.64,0.157,2.0,0.109,1.7259631e+09,0.427,67.87,0.256,2847.34,0.375,0,0.455,2.2768333e+09,0.353,2,0.673,0,0.713,104.73,0.728,2,1.0,2,0.657,2,0.638,0.37,1.0,27.21,0.891,0,0.744
1.1,0.203,2,0.219,1,0.076,1.0,0.235,0,0.283,29.76,0.117,-101.22,0.273,5.98,0.226,585.68,0.468,2.0,0.147,1.726164e+09,0.053,67.93,0.057,2828.77,0.273,0,0.364,1.6575796e+09,0.247,1,0.995,0,0.949,50.15,0.989,2,1.0,2,1.0,2,0.987,0.46,1.0,29.34,0.763,0,1.0
1.1,0.358,2,0.362,1,0.023,1.0,0.278,0,0.128,28.87,0.346,-108.81,0.295,9.79,0.235,430.43,0.122,2.0,0.088,1.7240038e+09,0.214,64.72,0.224,1954.21,0.436,0,0.473,1.7345938e+09,0.327,1,0.915,0,0.884,38.17,0.913,2,0.772,1,0.853,2,0.866,0.28,0.816,26.64,0.87,0,0.869
1.1,0.162,2,0.208,1,0.077,1.0,0.147,0,0.232,25.65,0.07,-99.9,0.315,6.33,0.411,699.66,0.362,2.0,0.215,1.7289071e+09,0.341,33.1,0.548,1710.52,0.139,0,0.265,1.6583212e+09,0.079,1,0.793,0,0.854,73.4,0.829,2,0.839,2,0.849,2,0.821,0.44,0.927,29.34,1.0,0,0.756
1.1,0.277,3,0.174,1,0.454,1.0,0.411,0,0.277,27.14,0.149,-88.95,0.231,6.75,0.387,1110.69,0.071,3.0,0.205,1.7396524e+09,0.449,51.44,0.345,1514.48,0.193,0,0.501,2.0117123e+09,0.094,2,0.716,-1,0.689,131.75,0.823,3,0.565,3,0.678,3,0.694,1.48,0.66,42.82,0.874,0,0.716
1.1,0.074,2,0.182,1,0.067,1.0,0.463,0,0.082,28.5,0.271,-107.77,0.106,3.9,0.414,531.86,0.067,2.0,0.053,1.7267704e+09,0.203,31.25,0.496,1825.47,0.264,0,0.371,1.396393e+09,0.062,1,0.931,0,0.788,71.03,1.0,2,1.0,2,0.823,2,0.944,0.45,0.942,24.24,0.986,0,0.758
1.1,0.213,2,0.142,1,0.037,1.0,0.098,0,0.062,25.43,0.292,-106.64,0.052,8.3,0.111,695.53,0.373,2.0,0.519,1.7293079e+09,0.154,41.11,0.07,972.49,0.471,0,0.079,1.6183382e+09,0.113,2,0.616,0,0.817,86.75,0.609,2,0.563,2,0.624,2,0.892,0.65,0.69,30.67,0.955,0,0.701
1.1,0.008,2,0.212,1,0.461,-0.6388946771621704,0.022,0,0.252,28.21,0.215,-102.25,0.009,7.86,0.105,708.29,0.192,2.0,0.118,1.7269329e+09,0.242,66.53,0.378,1371.48,0.188,0,0.231,1.643196e+09,0.326,2,0.927,0,0.723,84.26,0.641,2,0.576,2,0.684,2,0.628,1.0,0.928,35.4,0.952,0,0.695
1.1,0.034,2,0.052,1,0.073,1.0,0.029,0,0.119,24.81,0.14,-97.87,0.098,9.41,0.303,707.99,0.089,2.0,0.362,1.7282102e+09,0.179,43.02,0.394,429.67,0.53,0,0.216,1.6116908e+09,0.177,2,0.776,0,0.75,69.91,0.682,2,0.689,2,0.628,2,0.848,0.89,0.661,26.73,0.842,0,0.664
1.1,0.027,2,0.225,1,0.042,1.0,0.119,0,0.029,28.46,0.106,-108.18,0.139,7.6,0.217,569.69,0.417,2.0,0.376,1.7262564e+09,0.208,80.64,0.352,1549.52,0.172,0,0.177,1.6300221e+09,0.107,1,0.757,0,0.961,77.42,0.835,2,1.0,2,0.877,2,0.949,0.69,0.864,29.71,0.929,0,0.884
1.1,0.242,2,0.167,1,0.49,-0.5632639527320862,0.015,0,0.269,30.45,0.253,-108.2,0.051,6.04,0.18,625.06,0.238,2.0,0.069,1.7262862e+09,0.18,46.96,0.193,3250.83,0.12,0,0.13,1.8349443e+09,0.298,1,1.0,0,0.861,64.29,0.89,2,1.0,1,1.0,2,0.774,0.34,1.0,29.8,0.858,0,0.929
1.1,0.166,2,0.167,1,0.101,-0.8543589115142822,0.322,0,0.193,26.57,0.032,-97.33,0.073,6.27,0.088,513.9,0.102,2.0,0.31,1.7293505e+09,0.33,41.92,0.376,2125.14,0.07,0,0.169,1.5689203e+09,0.499,2,0.792,0,0.95,67.64,0.666,2,0.699,2,0.557,2,0.577,1.01,0.749,30.8,0.683,0,0.811
1.1,0.497,3,0.445,1,0.296,-0.606582522392273,0.3,0,0.139,31.27,0.131,-96.73,0.488,3.5,0.135,671.82,0.148,3.0,0.413,1.7287596e+09,0.288,88.34,0.185,2304.84,0.215,0,0.176,1.7161624e+09,0.418,2,0.55,-1,0.678,100.84,0.728,2,0.663,2,0.748,2,0.646,0.75,0.743,30.01,0.742,0,0.691
1.1,0.068,2,0.193,1,0.36,1.0,0.199,0,0.081,27.74,0.385,-110.79,0.097,7.96,0.018,378.98,0.512,2.0,0.525,1.7236677e+09,0.102,65.0,0.345,1475.03,0.353,0,0.414,1.366695e+09,0.533,1,0.905,0,0.773,42.31,0.907,2,0.938,2,0.957,2,0.81,0.36,0.78,28.55,0.753,0,0.762
1.3,0.33,2,0.149,1,0.431,1.0,0.065,0,0.153,26.44,0.098,-109.19,0.373,7.07,0.056,449.57,0.388,2.0,0.228,1.7246362e+09,0.112,41.37,0.121,1274.21,0.477,0,0.066,1.4188909e+09,0.166,2,0.585,0,0.627,66.41,0.671,2,0.77,2,0.824,2,0.66,0.34,0.727,18.79,0.611,0,0.807
