-27.150481000000003,-179.39872999999997,151.163.89.216,2024-04-30 12:08:03,128GB
47.448513999999996,87.803321,213.180.129.197,2024-03-09 10:10:31,32GB
47.295362999999995,88.48492999999999,213.180.215.52,2024-03-08 09:02:31,32GB
47.782146,88.63019999999999,213.180.68.235,2024-03-07 09:38:31,16GB
47.959866,87.88103,213.180.79.62,2024-03-12 09:49:31,64GB
47.429876,87.974415,213.180.76.77,2024-03-10 09:40:31,16GB
47.771713999999996,88.68176299999999,213.180.141.33,2024-03-17 09:35:31,64GB
47.520446,88.06666,213.180.148.69,2024-03-14 10:06:31,32GB
47.270322,88.473355,213.180.60.14,2024-03-11 10:51:31,16GB
47.758590999999996,87.794243,213.180.162.148,2024-03-14 09:59:31,16GB
47.818196,88.40545999999999,213.180.225.209,2024-03-09 10:29:31,16GB
