-27.901113000000002,-178.77561599999999,151.163.213.4,2024-04-25 12:32:03,256GB
47.387150999999996,88.13843399999999,213.180.149.233,2024-03-08 09:53:31,32GB
47.104447,88.135285,213.180.92.176,2024-03-11 10:25:31,32GB
47.571245,88.11284099999999,213.180.212.6,2024-03-07 08:52:31,64GB
47.33141,88.31730499999999,213.180.250.164,2024-03-15 10:04:31,16GB
47.295947999999996,88.217434,213.180.205.93,2024-03-16 09:04:31,16GB
47.851673,88.632898,213.180.210.59,2024-03-10 08:03:31,16GB
47.304519,88.496358,213.180.243.155,2024-03-08 08:30:31,64GB
47.373701,87.823697,213.180.210.15,2024-03-09 08:16:31,32GB
47.816092,87.85015999999999,213.180.113.239,2024-03-17 08:51:31,32GB
47.315211,87.913613,213.180.135.2,2024-03-08 08:05:31,64GB
