-27.176929,-178.825752,151.163.247.182,2024-04-23 09:46:03,512GB
47.184981,88.675055,213.180.95.193,2024-03-10 07:57:31,64GB
47.818231999999995,88.215149,213.180.140.56,2024-03-07 09:20:31,64GB
47.294996,88.150082,213.180.165.111,2024-03-15 08:42:31,16GB
47.226743,87.77012099999999,213.180.195.230,2024-03-12 09:30:31,64GB
47.313832999999995,88.692174,213.180.51.22,2024-03-14 10:30:31,32GB
47.689392999999995,88.10626099999999,213.180.91.130,2024-03-07 10:18:31,16GB
47.317792999999995,87.998002,213.180.113.178,2024-03-15 10:46:31,64GB
47.575783,88.427218,213.180.10.46,2024-03-12 08:33:31,32GB
47.424541,88.465592,213.180.59.245,2024-03-07 08:10:31,32GB
47.560275,87.75496899999999,213.180.8.132,2024-03-09 08:44:31,32GB
