-26.974336,-179.682708,151.163.81.67,2024-04-26 10:27:03,256GB
47.490874,87.760803,213.180.244.127,2024-03-15 09:54:31,32GB
47.496812999999996,87.90043999999999,213.180.115.87,2024-03-15 10:30:31,32GB
47.473822999999996,88.54812199999999,213.180.165.10,2024-03-11 08:07:31,32GB
47.777187999999995,87.755027,213.180.201.31,2024-03-16 08:30:31,16GB
47.479547,87.96774699999999,213.180.234.33,2024-03-10 09:45:31,32GB
47.127599,87.91082899999999,213.180.44.10,2024-03-17 08:22:31,16GB
47.173646,88.21621499999999,213.180.254.161,2024-03-07 08:20:31,64GB
47.340781,88.450927,213.180.37.158,2024-03-16 08:25:31,32GB
47.752195,87.89779899999999,213.180.179.49,2024-03-16 10:17:31,32GB
47.989168,88.28999999999999,213.180.166.20,2024-03-15 10:35:31,16GB
