55.5767035,-41.172021,166.219.87.202,2024-04-09 23:27:03,64GB
56.0711035,-41.168646,166.219.252.98,2024-04-14 23:10:03,64GB
55.7094585,-40.648771,166.219.173.133,2024-04-14 22:23:03,256GB
55.3824475,-41.205487,166.219.74.5,2024-04-09 20:41:03,128GB
55.7743525,-40.98118,166.219.191.175,2024-04-08 23:11:03,64GB
55.3802915,-41.391156,166.219.135.126,2024-04-11 21:51:03,64GB
55.847978499999996,-40.66868,166.219.74.62,2024-04-09 22:30:03,128GB
56.1247955,-40.844588,166.219.236.43,2024-04-12 21:38:03,256GB
55.3274185,-41.152348,166.219.16.53,2024-04-08 23:05:03,128GB
55.265446499999996,-41.561966,166.219.31.197,2024-04-15 21:23:03,64GB
-27.232840000000003,-178.92078999999998,151.163.146.0,2024-04-27 10:27:03,128GB
47.778631,87.809992,213.180.35.173,2024-03-08 08:04:31,16GB
47.599433,88.565354,213.180.20.78,2024-03-13 09:13:31,32GB
47.421907,88.51928299999999,213.180.127.243,2024-03-12 09:53:31,64GB
47.697905,87.858982,213.180.121.7,2024-03-16 10:41:31,32GB
47.718174999999995,88.35384099999999,213.180.206.156,2024-03-08 08:33:31,64GB
47.509861,88.41499999999999,213.180.105.36,2024-03-16 10:30:31,64GB
47.763723,88.44458399999999,213.180.167.22,2024-03-11 07:54:31,32GB
47.962277,87.944165,213.180.191.172,2024-03-10 10:42:31,32GB
47.134265,88.52294599999999,213.180.111.56,2024-03-16 09:35:31,32GB
47.900876,87.698697,213.180.166.223,2024-03-14 08:44:31,32GB
