-27.018098000000002,-178.84771199999997,151.163.76.241,2024-04-24 10:22:03,512GB
47.909690999999995,88.000675,213.180.237.229,2024-03-16 08:40:31,64GB
47.885557999999996,87.793286,213.180.29.26,2024-03-12 09:51:31,16GB
47.229347999999995,88.61944,213.180.48.147,2024-03-10 08:41:31,32GB
47.149437999999996,87.96448199999999,213.180.65.221,2024-03-14 08:28:31,32GB
47.82102,88.21207799999999,213.180.169.123,2024-03-14 07:59:31,16GB
47.410438,88.04325999999999,213.180.51.97,2024-03-11 08:40:31,64GB
47.527356999999995,88.564585,213.180.4.79,2024-03-09 10:38:31,64GB
47.412521999999996,88.200611,213.180.255.174,2024-03-17 10:26:31,64GB
47.869755,88.365613,213.180.143.20,2024-03-17 08:15:31,32GB
47.807843,87.828379,213.180.233.109,2024-03-09 09:53:31,32GB
